complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly,resolved_days_new,resolution_date_new,cost_difference,cost_diff_percent
C0083,"Damaged road with potholes near Lane 5 in Camp, dangerous for vehicles.",Camp,Road Damage,2024-02-06,Public Works Department,High,In Progress,Aundh,Sewage Overflow,25,2024-03-02,High,4,Issue handled professionally.,Rejected,0,,442,True,Yes,Road Damage,Camp,8,2024-02-14,442,1.0
C0084,"Frequent power cuts near Lane 38 in Pimpri, needs investigation.",Pimpri,Electricity Issue,2024-01-26,Electricity Distribution Department,High,Pending,Pimpri,Garbage Issue,-16,2024-01-10,Low,2,Neutral experience.,In Progress,0,,-466,False,Yes,Electricity Issue,Pimpri,0,,466,-1.0
C0085,"Damaged road with potholes near Lane 66 in Wanowrie, dangerous for vehicles.",Wanowrie,Road Damage,2024-03-19,Public Works Department,High,Resolved,Pashan,Tree Fall,71,2024-05-29,Low,3,Took some time but resolved.,In Progress,0,,-295,False,No,Road Damage,Wanowrie,26,2024-04-14,295,-1.0
C0086,"Tree fallen near Lane 3 in Erandwane, blocking road and footpath.",Erandwane,Tree Falling,2024-03-03,Urban Forestry and Landscaping Department,High,In Progress,Shivajinagar,Illegal Construction,84,2024-05-26,Medium,4,"Great service, very happy.",Completed,1502,2025-03-02,1082,True,Yes,Tree Falling,Erandwane,10,2024-03-13,420,0.388170055452865
C0087,"Streetlights not working near Lane 40 in Deccan, causing night-time hazards.",Deccan,Streetlight Issue,2024-03-05,Urban Lighting and Infrastructure Department,Medium,Resolved,Karvenagar,Illegal Construction,101,2024-06-14,Low,5,"Great service, very happy.",Completed,6918,2024-02-26,7349,False,Yes,Streetlight Issue,Deccan,29,2024-04-03,431,0.0586474350251734
C0088,"High noise levels from activities near Lane 64 in Pashan, disturbing peace.",Pashan,Noise Pollution,2024-01-01,Environmental Protection Department,Low,Resolved,Swargate,Illegal Construction,56,2024-02-26,Medium,5,Appreciate the fast response.,Completed,1346,2025-03-27,1407,False,No,Noise Pollution,Pashan,15,2024-01-16,61,0.0433546552949538
C0089,"Tree fallen near Lane 45 in Swargate, blocking road and footpath.",Swargate,Tree Falling,2024-03-24,Urban Forestry and Landscaping Department,High,Pending,Swargate,Sewage Overflow,80,2024-06-12,Medium,4,Appreciate the fast response.,Completed,8176,2024-06-16,8547,False,Yes,Tree Falling,Swargate,0,,371,0.0434070434070434
C0090,"Uncollected garbage near Lane 40 in Sinhagad Road, causing health concerns.",Sinhagad Road,Garbage Issue,2024-02-26,Municipal Waste Management Department,Medium,Pending,Nanded,Drainage Problem,293,2024-12-15,Low,5,Appreciate the fast response.,Completed,2320,2024-04-27,2207,False,No,Garbage Issue,Sinhagad Road,0,,113,0.0512007249660172
C0091,"Damaged road with potholes near Lane 23 in Wagholi, dangerous for vehicles.",Wagholi,Road Damage,2024-03-23,Public Works Department,High,In Progress,Viman Nagar,Garbage Issue,-71,2024-01-12,Low,1,Took too long to resolve.,Completed,3502,2024-09-20,3003,False,Yes,Road Damage,Wagholi,29,2024-04-21,499,0.1661671661671661
C0092,"Stray dogs causing fear near Lane 29 in Pimpri, especially for kids.",Pimpri,Animal Nuisance,2024-03-20,Animal Control and Welfare Department,Low,In Progress,Bavdhan,Animal Nuisance,93,2024-06-21,High,5,Very satisfied with the resolution.,Completed,5990,2025-02-07,5879,False,No,Animal Nuisance,Pimpri,9,2024-03-29,111,0.0188807620343595
C0093,"Unauthorized parking near Lane 67 in Dhankawadi, causing congestion.",Dhankawadi,Illegal Parking,2024-04-10,Traffic and Transportation Department,Medium,In Progress,Sinhagad Road,Noise Pollution,-88,2024-01-13,Medium,5,Very satisfied with the resolution.,In Progress,0,,65,True,No,Illegal Parking,Dhankawadi,16,2024-04-26,65,1.0
C0094,"Streetlights not working near Lane 57 in Deccan, causing night-time hazards.",Deccan,Streetlight Issue,2024-02-23,Urban Lighting and Infrastructure Department,Medium,In Progress,Nigdi,Noise Pollution,-15,2024-02-08,Medium,5,Very satisfied with the resolution.,Completed,1578,2024-01-05,1183,True,Yes,Streetlight Issue,Deccan,10,2024-03-04,395,0.3338968723584108
C0095,"Tree fallen near Lane 59 in Baner, blocking road and footpath.",Baner,Tree Falling,2024-01-14,Urban Forestry and Landscaping Department,High,Resolved,Viman Nagar,Illegal Construction,60,2024-03-14,High,5,Very satisfied with the resolution.,Completed,2207,2025-01-23,2478,False,No,Tree Falling,Baner,9,2024-01-23,271,0.1093623890234059
C0096,"Tree fallen near Lane 8 in Dhankawadi, blocking road and footpath.",Dhankawadi,Tree Falling,2024-02-13,Urban Forestry and Landscaping Department,High,In Progress,Swargate,Illegal Construction,240,2024-10-10,High,2,It was okay.,Rejected,0,,321,True,Yes,Tree Falling,Dhankawadi,3,2024-02-16,321,1.0
C0097,"Unauthorized parking near Lane 51 in Swargate, causing congestion.",Swargate,Illegal Parking,2024-03-20,Traffic and Transportation Department,Medium,Resolved,Shivajinagar,Water Leakage,210,2024-10-16,High,1,Had to follow up multiple times.,Completed,4149,2024-02-10,4125,False,No,Illegal Parking,Swargate,9,2024-03-29,24,0.0058181818181818
C0098,"Sewage overflow issue near Lane 46 in Model Colony, foul smell and waterlogging.",Model Colony,Sewage Problem,2024-02-09,Sewerage and Drainage Department,High,In Progress,Chinchwad,Drainage Problem,103,2024-05-22,High,2,"Not bad, not great.",In Progress,0,,202,True,No,Sewage Problem,Model Colony,4,2024-02-13,202,1.0
C0099,"Unauthorized parking near Lane 35 in Thergaon, causing congestion.",Thergaon,Illegal Parking,2024-01-13,Traffic and Transportation Department,Medium,In Progress,Camp,Illegal Construction,352,2024-12-30,Medium,4,Very satisfied with the resolution.,Completed,2339,2024-05-25,2240,False,No,Illegal Parking,Thergaon,18,2024-01-31,99,0.0441964285714285
C0100,"Damaged road with potholes near Lane 28 in Nigdi, dangerous for vehicles.",Nigdi,Road Damage,2024-03-03,Public Works Department,High,Pending,Lohegaon,Noise Pollution,256,2024-11-14,Medium,4,Very satisfied with the resolution.,Completed,8221,2024-03-19,8450,False,No,Road Damage,Nigdi,0,,229,0.0271005917159763
C0101,"Streetlights not working near Lane 61 in Balewadi, causing night-time hazards.",Balewadi,Streetlight Issue,2024-02-20,Urban Lighting and Infrastructure Department,Medium,Resolved,Swargate,Street Light,40,2024-03-31,Low,5,Very satisfied with the resolution.,Completed,8252,2024-09-06,8307,False,No,Streetlight Issue,Balewadi,27,2024-03-18,55,0.0066209221138798
C0102,"Sewage overflow issue near Lane 27 in Shivajinagar, foul smell and waterlogging.",Shivajinagar,Sewage Problem,2024-02-20,Sewerage and Drainage Department,High,Pending,Karvenagar,Garbage Issue,108,2024-06-07,Medium,3,Neutral experience.,In Progress,0,,-339,False,Yes,Sewage Problem,Shivajinagar,0,,339,-1.0
C0103,"Unauthorized parking near Lane 54 in Wagholi, causing congestion.",Wagholi,Illegal Parking,2024-02-09,Traffic and Transportation Department,Medium,Resolved,Dhanori,Noise Pollution,154,2024-07-12,High,5,Appreciate the fast response.,Completed,7209,2025-03-17,6910,False,No,Illegal Parking,Wagholi,7,2024-02-16,299,0.0432706222865412
C0104,"Sewage overflow issue near Lane 2 in Pashan, foul smell and waterlogging.",Pashan,Sewage Problem,2024-02-26,Sewerage and Drainage Department,High,Pending,Pashan,Noise Pollution,124,2024-06-29,Low,3,It was okay.,Escalated,0,,457,True,Yes,Sewage Problem,Pashan,0,,457,1.0
C0105,"Stray dogs causing fear near Lane 1 in Kothrud, especially for kids.",Kothrud,Animal Nuisance,2024-01-26,Animal Control and Welfare Department,Low,In Progress,Aundh,Street Light,140,2024-06-14,Low,3,It was okay.,Completed,4738,2025-02-22,5233,False,Yes,Animal Nuisance,Kothrud,23,2024-02-18,495,0.0945920122300783
C0106,"Uncollected garbage near Lane 38 in Dhanori, causing health concerns.",Dhanori,Garbage Issue,2024-01-20,Municipal Waste Management Department,Medium,In Progress,Kothrud,Tree Fall,118,2024-05-17,High,5,"Great service, very happy.",Completed,9650,2025-03-11,9419,False,No,Garbage Issue,Dhanori,9,2024-01-29,231,0.0245248964858265
C0107,"High noise levels from activities near Lane 37 in Baner, disturbing peace.",Baner,Noise Pollution,2024-03-31,Environmental Protection Department,Low,In Progress,Warje,Road Damage,129,2024-08-07,Low,2,Took too long to resolve.,Completed,2160,2024-08-16,2522,False,Yes,Noise Pollution,Baner,23,2024-04-23,362,0.1435368754956383
C0108,"Water leakage from pipeline near Lane 32 in Deccan, needs urgent attention.",Deccan,Water Issue,2024-03-11,Water Supply and Sanitation Department,High,Pending,Wakad,Drainage Problem,62,2024-05-12,Medium,3,It was okay.,In Progress,0,,315,True,Yes,Water Issue,Deccan,0,,315,1.0
C0109,"Water leakage from pipeline near Lane 33 in Koregaon Park, needs urgent attention.",Koregaon Park,Water Issue,2024-03-31,Water Supply and Sanitation Department,High,Resolved,Bavdhan,Sewage Overflow,206,2024-10-23,Low,5,Issue handled professionally.,Completed,6800,2025-03-05,6570,False,No,Water Issue,Koregaon Park,20,2024-04-20,230,0.0350076103500761
C0110,"Damaged road with potholes near Lane 61 in Parvati, dangerous for vehicles.",Parvati,Road Damage,2024-04-01,Public Works Department,High,Resolved,Lohegaon,Street Light,104,2024-07-14,Medium,5,Very satisfied with the resolution.,In Progress,0,,-45,False,No,Road Damage,Parvati,15,2024-04-16,45,-1.0
C0111,"Tree fallen near Lane 52 in Model Colony, blocking road and footpath.",Model Colony,Tree Falling,2024-04-10,Urban Forestry and Landscaping Department,High,In Progress,Chinchwad,Tree Fall,261,2024-12-27,Medium,4,"Resolved quickly, thanks!",Completed,1558,2025-03-19,1519,False,No,Tree Falling,Model Colony,13,2024-04-23,39,0.0256747860434496
C0112,"Stray dogs causing fear near Lane 12 in Wanowrie, especially for kids.",Wanowrie,Animal Nuisance,2024-02-23,Animal Control and Welfare Department,Low,In Progress,Kharadi,Drainage Problem,241,2024-10-21,Medium,1,Not satisfied with the service.,Completed,5657,2024-08-01,5883,False,No,Animal Nuisance,Wanowrie,19,2024-03-13,226,0.0384157742648308
C0113,"Uncollected garbage near Lane 34 in Thergaon, causing health concerns.",Thergaon,Garbage Issue,2024-03-09,Municipal Waste Management Department,Medium,Pending,Parvati,Drainage Problem,-67,2024-01-02,High,4,Very satisfied with the resolution.,In Progress,0,,-249,False,No,Garbage Issue,Thergaon,0,,249,-1.0
C0114,"High noise levels from activities near Lane 57 in Chinchwad, disturbing peace.",Chinchwad,Noise Pollution,2024-01-31,Environmental Protection Department,Low,Resolved,Dhankawadi,Water Leakage,166,2024-07-15,Low,2,Took too long to resolve.,In Progress,0,,201,True,No,Noise Pollution,Chinchwad,22,2024-02-22,201,1.0
C0115,"Water leakage from pipeline near Lane 35 in Shivajinagar, needs urgent attention.",Shivajinagar,Water Issue,2024-01-18,Water Supply and Sanitation Department,High,Resolved,Pimpri,Animal Nuisance,226,2024-08-31,Low,2,Took some time but resolved.,Completed,8673,2024-10-09,8468,False,No,Water Issue,Shivajinagar,24,2024-02-11,205,0.0242087860179499
C0116,"Water leakage from pipeline near Lane 57 in Warje, needs urgent attention.",Warje,Water Issue,2024-02-24,Water Supply and Sanitation Department,High,In Progress,Warje,Drainage Problem,162,2024-08-04,Low,3,"Not bad, not great.",Completed,4864,2024-09-06,5088,False,No,Water Issue,Warje,22,2024-03-17,224,0.0440251572327044
C0117,"Uncollected garbage near Lane 10 in Aundh, causing health concerns.",Aundh,Garbage Issue,2024-03-27,Municipal Waste Management Department,Medium,In Progress,Viman Nagar,Road Damage,204,2024-10-17,Medium,5,Very satisfied with the resolution.,Completed,7874,2024-02-18,8093,False,No,Garbage Issue,Aundh,18,2024-04-14,219,0.0270604225874212
C0118,"Stray dogs causing fear near Lane 19 in Chinchwad, especially for kids.",Chinchwad,Animal Nuisance,2024-01-04,Animal Control and Welfare Department,Low,Pending,Parvati,Animal Nuisance,49,2024-02-22,Medium,4,Issue handled professionally.,In Progress,0,,248,True,No,Animal Nuisance,Chinchwad,0,,248,1.0
C0119,"Tree fallen near Lane 20 in Nigdi, blocking road and footpath.",Nigdi,Tree Falling,2024-02-02,Urban Forestry and Landscaping Department,High,In Progress,Shivajinagar,Road Damage,223,2024-09-12,High,2,"Not bad, not great.",Completed,4793,2024-08-10,4630,False,No,Tree Falling,Nigdi,6,2024-02-08,163,0.0352051835853131
C0120,"Water leakage from pipeline near Lane 36 in Erandwane, needs urgent attention.",Erandwane,Water Issue,2024-03-21,Water Supply and Sanitation Department,High,In Progress,Nigdi,Animal Nuisance,-2,2024-03-19,High,5,"Great service, very happy.",Completed,4937,2024-04-29,5315,False,Yes,Water Issue,Erandwane,3,2024-03-24,378,0.0711194731890874
C0121,"Sewage overflow issue near Lane 30 in Wagholi, foul smell and waterlogging.",Wagholi,Sewage Problem,2024-02-13,Sewerage and Drainage Department,High,Resolved,Camp,Noise Pollution,246,2024-10-16,Low,1,Took too long to resolve.,Completed,3228,2024-07-08,2780,False,Yes,Sewage Problem,Wagholi,24,2024-03-08,448,0.1611510791366906
C0122,"High noise levels from activities near Lane 69 in Kharadi, disturbing peace.",Kharadi,Noise Pollution,2024-02-11,Environmental Protection Department,Low,In Progress,Shivajinagar,Water Leakage,162,2024-07-22,Medium,5,Issue handled professionally.,Completed,5513,2025-02-03,5804,False,No,Noise Pollution,Kharadi,17,2024-02-28,291,0.0501378359751895
C0123,"Frequent power cuts near Lane 35 in Pimpri, needs investigation.",Pimpri,Electricity Issue,2024-01-05,Electricity Distribution Department,High,Resolved,Shivajinagar,Sewage Overflow,278,2024-10-09,High,4,Issue handled professionally.,Completed,6842,2025-01-01,7263,False,Yes,Electricity Issue,Pimpri,8,2024-01-13,421,0.0579650282252512
C0124,"Damaged road with potholes near Lane 1 in Wagholi, dangerous for vehicles.",Wagholi,Road Damage,2024-01-23,Public Works Department,High,In Progress,Warje,Illegal Construction,284,2024-11-02,Medium,5,Issue handled professionally.,In Progress,0,,-284,False,No,Road Damage,Wagholi,15,2024-02-07,284,-1.0
C0125,"Uncollected garbage near Lane 47 in Deccan, causing health concerns.",Deccan,Garbage Issue,2024-02-13,Municipal Waste Management Department,Medium,Pending,Erandwane,Garbage Issue,1,2024-02-14,Low,3,Average service.,Completed,6908,2024-08-04,7171,False,No,Garbage Issue,Deccan,0,,263,0.036675498535769
C0126,"Stray dogs causing fear near Lane 57 in Kothrud, especially for kids.",Kothrud,Animal Nuisance,2024-03-25,Animal Control and Welfare Department,Low,Pending,Nanded,Garbage Issue,-62,2024-01-23,Medium,2,Took some time but resolved.,Completed,1848,2024-08-06,1535,False,Yes,Animal Nuisance,Kothrud,0,,313,0.2039087947882736
C0127,"Frequent power cuts near Lane 25 in Pashan, needs investigation.",Pashan,Electricity Issue,2024-01-24,Electricity Distribution Department,High,In Progress,Kondhwa,Street Light,123,2024-05-26,Medium,4,Issue handled professionally.,Rejected,0,,-121,False,No,Electricity Issue,Pashan,14,2024-02-07,121,-1.0
C0128,"Tree fallen near Lane 12 in Bavdhan, blocking road and footpath.",Bavdhan,Tree Falling,2024-03-14,Urban Forestry and Landscaping Department,High,Pending,Camp,Illegal Construction,132,2024-07-24,High,4,Appreciate the fast response.,Completed,9032,2024-04-14,9024,False,No,Tree Falling,Bavdhan,0,,8,0.000886524822695
C0129,"Stray dogs causing fear near Lane 70 in Model Colony, especially for kids.",Model Colony,Animal Nuisance,2024-01-07,Animal Control and Welfare Department,Low,Pending,Talegaon,Tree Fall,304,2024-11-06,Medium,1,Very poor response.,Completed,4231,2024-05-05,3771,False,Yes,Animal Nuisance,Model Colony,0,,460,0.1219835587377353
C0130,"Unauthorized parking near Lane 54 in Aundh, causing congestion.",Aundh,Illegal Parking,2024-04-11,Traffic and Transportation Department,Medium,Resolved,Talegaon,Drainage Problem,260,2024-12-27,High,2,It was okay.,Rejected,0,,-344,False,Yes,Illegal Parking,Aundh,5,2024-04-16,344,-1.0
C0131,"Uncollected garbage near Lane 32 in Nigdi, causing health concerns.",Nigdi,Garbage Issue,2024-01-05,Municipal Waste Management Department,Medium,Resolved,Kothrud,Tree Fall,88,2024-04-02,Low,4,Appreciate the fast response.,Completed,4202,2025-03-31,3716,False,Yes,Garbage Issue,Nigdi,20,2024-01-25,486,0.1307857911733046
C0132,"High noise levels from activities near Lane 66 in Baner, disturbing peace.",Baner,Noise Pollution,2024-01-05,Environmental Protection Department,Low,Resolved,Fursungi,Tree Fall,164,2024-06-17,Medium,5,Issue handled professionally.,Completed,3762,2025-02-13,4074,False,Yes,Noise Pollution,Baner,11,2024-01-16,312,0.0765832106038291
C0133,"Damaged road with potholes near Lane 64 in Deccan, dangerous for vehicles.",Deccan,Road Damage,2024-03-09,Public Works Department,High,Pending,Dhankawadi,Street Light,202,2024-09-27,Medium,5,Issue handled professionally.,Completed,1163,2024-07-08,727,True,Yes,Road Damage,Deccan,0,,436,0.5997248968363136
C0134,"Tree fallen near Lane 23 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2024-01-12,Urban Forestry and Landscaping Department,High,Resolved,Pashan,Noise Pollution,341,2024-12-18,Medium,5,Issue handled professionally.,Completed,3078,2024-06-21,3434,False,Yes,Tree Falling,Koregaon Park,13,2024-01-25,356,0.1036691904484566
C0135,"Streetlights not working near Lane 19 in Nigdi, causing night-time hazards.",Nigdi,Streetlight Issue,2024-02-20,Urban Lighting and Infrastructure Department,Medium,Pending,Kharadi,Water Leakage,63,2024-04-23,High,5,Issue handled professionally.,Completed,6212,2024-08-02,6550,False,Yes,Streetlight Issue,Nigdi,0,,338,0.0516030534351145
C0136,"Streetlights not working near Lane 38 in Pashan, causing night-time hazards.",Pashan,Streetlight Issue,2024-02-08,Urban Lighting and Infrastructure Department,Medium,Resolved,Pashan,Water Leakage,59,2024-04-07,Medium,4,Issue handled professionally.,Escalated,0,,20,True,No,Streetlight Issue,Pashan,15,2024-02-23,20,1.0
